ASIN	标题	标题(翻译)	内容	内容(翻译)	VP评论	Vine Voice评论	型号	星级	赞同数	图片数量	图片地址	是否有视频	视频地址	评论链接	评论人	头像地址	所属国家	评论人主页	红人计划链接	评论时间
B0CRK7RJ5M	desk	书桌	the desk was easy to put together and looks great!!!  very good value	桌子很容易组装起来，看起来很棒!! 非常物有所值	Y		Color: Grey	5	0	1.0	https://m.media-amazon.com/images/I/41jHYokPx4L._SY200.jpg			https://www.amazon.com/gp/customer-reviews/R1DQWO9AUTVFB5/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0CS9KGS3J	brad habenicht	https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png	US	https://www.amazon.com/gp/profile/amzn1.account.AFUIIDUYNYENGIP4TSWH6DY3GHVQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8		2024-12-28
B0CRK7RJ5M	New office space	新办公空间	Hubby bought this desk for my office! Perfect size and color. Easy to put together.	老公为我的办公室买了这张桌子！完美的尺寸和颜色。易于组装。	Y		Color: Grey	5	0	1.0	https://m.media-amazon.com/images/I/81-y4wI19hL._SY200.jpg			https://www.amazon.com/gp/customer-reviews/R1XFQWVSBH3ZFE/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0CS9KGS3J	Norlette Daniel	https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png	US	https://www.amazon.com/gp/profile/amzn1.account.AEKQF7N5XLZIJBRBQEF2QFKOQLVA/ref=cm_cr_getr_d_gw_btm?ie=UTF8		2024-12-27
B0CRK7RJ5M	Very nice	很好	Love it !	爱上它！	Y		Color: Grey	5	0	1.0	https://m.media-amazon.com/images/I/71tRzlUKxoL._SY200.jpg			https://www.amazon.com/gp/customer-reviews/R11UMZCETYSRQ0/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0CS9KGS3J	DvirN	https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png	US	https://www.amazon.com/gp/profile/amzn1.account.AE44MUTD22YSV6IWGBCESYF2A2QA/ref=cm_cr_getr_d_gw_btm?ie=UTF8		2024-12-27
B0CS2WW8N4	Not as heavy duty as I expexted	没有我想象的那么重	While the product is sufficient, I did expect the metal to be a little more substantial. But it works. It was very easy to put together by yourself. It did take me about 2 hours for both pieces	虽然产品足够了，但我确实预计金属会更坚实一些。但它有效。自己组装起来很容易。我确实花了大约 2 个小时来完成这两篇文章	Y		Color: White	3	0					https://www.amazon.com/gp/customer-reviews/R16NV8SKL48PXM/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0CS9KGS3J	Sam	https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/e96d0376-75c3-4953-a40d-f6a74e386e40._CR0,0,658,658_SX48_.jpg	US	https://www.amazon.com/gp/profile/amzn1.account.AE5SZOE4G5LERID44JF4QORBKRHQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8		2024-12-23
B0CRK7RJ5M	Love, love, love	爱，爱，爱	This was my birthday present from my husband and I absolutely love it!!  It is the perfect size and color for my office.	这是我丈夫送给我的生日礼物，我非常喜欢它！！ 它的大小和颜色非常适合我的办公室。			Color: Grey	5	0					https://www.amazon.com/gp/customer-reviews/R3JGDUDEUCVBNU/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0CS9KGS3J	Norlette Daniel	https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png	US	https://www.amazon.com/gp/profile/amzn1.account.AEE5ZV53LIQXM2PA63MICQGKE4VA/ref=cm_cr_getr_d_gw_btm?ie=UTF8		2024-12-17
B0CS2WW8N4	No lo Recomiendo	我不推荐它	Estoy ensamblando y si aprietas un poquito los tornillos la foto refleja lo que sucede. Pésima Calidad	我正在组装，如果你稍微拧紧螺丝，照片就会反映出发生的事情。糟糕的质量	Y		Color: White	1	0	1.0	https://m.media-amazon.com/images/I/71yqjUtKH2L._SY200.jpg			https://www.amazon.com/gp/customer-reviews/RI0NPK1FQ4MAL/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0CS9KGS3J	Adis Yamilet Mugarra	https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png	US	https://www.amazon.com/gp/profile/amzn1.account.AFPFTL7HSTVUER4RA3LVOPKDIGFA/ref=cm_cr_getr_d_gw_btm?ie=UTF8		2024-12-13
B0CS9KGS3J	Low quality	质量低	Shouldn’t have expected much for the price.  All the metal pieces have to be bent in order to line up the screws and holes.  Instructions aren’t as clear as they could be.	不应该对这个价格抱太大期望。 所有金属件都必须弯曲才能对齐螺钉和孔。 说明并未达到应有的清晰程度。	Y		Color: Rustic Brown	3	0					https://www.amazon.com/gp/customer-reviews/RCZJN6DSIJXMK/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0CS9KGS3J	KG	https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png	US	https://www.amazon.com/gp/profile/amzn1.account.AGYML6A2GGFKPEAB2U2GYRPVSGDQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8		2024-12-08
B0CS9KGS3J	Great choice	不错的选择	Absolutely love mine ... easy to set up too.	绝对爱我的......也很容易设置。	Y		Color: Rustic Brown	5	0					https://www.amazon.com/gp/customer-reviews/R10ZIFNI8J5TPB/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0CS9KGS3J	Suze	https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png	US	https://www.amazon.com/gp/profile/amzn1.account.AF4Z3Y7VKLJAWVOWYIV3UDKM3KFQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8		2024-12-08
B0CS9KGS3J	Desk top is ok, not great just ok	桌面还可以，不是很好只是还可以	The desk frame is great very sturdy no issues. The desk top however is made up of four pieces which don't align well. I will at some point have a new one piece top made for the desk. When I ordered it I wondered if it would be several pieces and unfortunately it was. It is still good value	桌架很棒，非常坚固，没有问题。然而，桌面由四块组成，不能很好地对齐。我会在某个时候为桌子制作一个新的一件式上衣。当我订购它时，我想知道它是否会是几件，不幸的是它确实是。它仍然物有所值	Y		Color: Rustic Brown	4	0					https://www.amazon.com/gp/customer-reviews/R1O2FHOMSFXNNE/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0CS9KGS3J	David W	https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png	US	https://www.amazon.com/gp/profile/amzn1.account.AE3NZ5CSGFSIM2E5ADDAOKXTPNJA/ref=cm_cr_getr_d_gw_btm?ie=UTF8		2024-11-11
B0CS9KGS3J	DO NOT BUY this product!! It is very very poor quality!	不要购买此产品！！质量非常差！	This product was very cheap and flimsy! I DO NOT RECOMMEND BUYING! It is complete junk!! Overpriced and poorly made. When you get it you will hate it and the manufacturer will stick you with shipping charges back to them!! They need to send call tags!! this is a complete rip off!!!	该产品非常便宜且脆弱！我不建议购买！这是完整的垃圾！价格过高且制造不佳。当您得到它时，您会讨厌它，制造商会向他们付费！！他们需要发送通话标签！！这是一个完整的撕裂！！！	Y		Color: Rustic Brown	1	5					https://www.amazon.com/gp/customer-reviews/R2HIUJFSJUZSJR/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0CS9KGS3J	stuart	https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png	US	https://www.amazon.com/gp/profile/amzn1.account.AENV4K4F6362AANI72SRP6WHUIKA/ref=cm_cr_getr_d_gw_btm?ie=UTF8		2024-10-30
B0CS9KGS3J	Good choice	不错的选择	Fits in small space, good quality, looks nice, good work space. Would recommend.	适合小空间，质量高，看起来不错，工作空间很好。会推荐。	Y		Color: Rustic Brown	5	0			Y	https://m.media-amazon.com/images/S/vse-vms-transcoding-artifact-us-east-1-prod/2778f530-919f-4eb8-8c6c-d77c3d4567a6/default.vertical.jobtemplate.mp4.480.mp4	https://www.amazon.com/gp/customer-reviews/R2UM29MJSZS6TL/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0CS9KGS3J	angel	https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png	US	https://www.amazon.com/gp/profile/amzn1.account.AF2EWW2VLSSDVDPHXUZP5BKFCGHQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8		2024-10-26
B0CS9KGS3J	The part can’t fit into each other when assembled	组装时该零件无法彼此合适	The part can’t fit into each other when assembled . Part #13 and #14 are same size and instructions required to slot into each other???? This is broken and when return, you need to pay the return shipping cost which is expensive for these heavy items. Customer is wasting money to pay shipping and return shipping for this product. Don’t order!!!!!	组装时，该零件无法彼此融合。第13部分和＃14是相同的大小和指令彼此相同的说明？？？？这是坏的，当返回时，您需要支付这些重量物品昂贵的退货​​运输费用。客户正在浪费资金支付此产品的运输和退货运送。不要订购!!!!!	Y		Color: Rustic Brown	1	3					https://www.amazon.com/gp/customer-reviews/R5BJMJ646F3QQ/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0CS9KGS3J	Christine Lai	https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png	US	https://www.amazon.com/gp/profile/amzn1.account.AH65SV7FNSX4YOH5IA3PPRTVU4WQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8		2024-10-26
B0CS9KGS3J	Too expensive	太贵了	Expected better quality for price overall, a bit flimsy. Drawer rails didn’t match.	预计总体价格质量更好，有点脆弱。抽屉导轨不匹配。	Y		Color: Rustic Brown	3	0					https://www.amazon.com/gp/customer-reviews/R23D5LMCXUZYHV/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0CS9KGS3J	Carlos	https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png	US	https://www.amazon.com/gp/profile/amzn1.account.AH32OP2SA33CR63NCKS5HO55SS4Q/ref=cm_cr_getr_d_gw_btm?ie=UTF8		2024-10-22
B0CS9KGS3J	Love my new desk	爱我的新桌子	I love my new desk.  The instructions were somewhat confusing in places and hard to follow.  Had to take sections apart and redo them.  Once we figured out the problems, the desk went together quite well.  The result is a very nice desk that is comfortable to work at.	我爱我的新桌子。这些说明在某些地方有些混乱，很难遵循。必须将部分拆开并重做。一旦我们弄清楚了问题，书桌就会很好地融合在一起。结果是一张非常漂亮的办公桌，可以工作。	Y		Color: Rustic Brown	5	0					https://www.amazon.com/gp/customer-reviews/RFGTBYATR3GNY/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0CS9KGS3J	Kindle Customer	https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png	US	https://www.amazon.com/gp/profile/amzn1.account.AHQORJF54HH2BZTLADHIGW5SSHTQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8		2024-10-04
B0CRK7RJ5M	Great quality	高质量	These desks are very good quality and very spacious	这些桌子质量很好，非常宽敞	Y		Color: Grey	5	0	2.0	"https://m.media-amazon.com/images/I/711nj7lRh7L._SY200.jpg
https://m.media-amazon.com/images/I/71T3nBRxxPL._SY200.jpg"			https://www.amazon.com/gp/customer-reviews/R29JE0W647FU6N/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0CS9KGS3J	Eileen C	https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png	US	https://www.amazon.com/gp/profile/amzn1.account.AGJNH3OQGCKTTF5T6CUOFTGKV3ZA/ref=cm_cr_getr_d_gw_btm?ie=UTF8		2024-10-04
B0CS9KGS3J	Sturdy but didn't align perfectly	坚固，但并不完美	I bought this desk for my boyfriends birthday and while it was a great size for his office space, the two pieces didn't align perfectly flush and bothered me. But, he has loved it and has made it his own by putting his gaming setup and wifi on it. However, the instructions were confusing when putting it together and made me very frustrated.	我为男朋友的生日买了这张桌子，虽然这对他的办公室空间来说是一个很大的尺寸，但两件作品并没有完美地冲洗并打扰我。但是，他喜欢它，并通过将自己的游戏设置和wifi放在上面。但是，指示将其放在一起时令人困惑，使我感到非常沮丧。	Y		Color: Rustic Brown	4	1	2.0	"https://m.media-amazon.com/images/I/61kl4gfNjLL._SY200.jpg
https://m.media-amazon.com/images/I/61nJgKM8T+L._SY200.jpg"			https://www.amazon.com/gp/customer-reviews/RCCKREPNEVKQM/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0CS9KGS3J	Hartley Hesson	https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png	US	https://www.amazon.com/gp/profile/amzn1.account.AFQ6TBD3YUNNLORVUFFBTN6ZDN3Q/ref=cm_cr_getr_d_gw_btm?ie=UTF8		2024-09-18
B0CS9KGS3J	Item Is As Advertised	项目与广告	"The desk was received on time and is exactly as advertised.  Assembling the desk was a bit intensive, and there was one step where adding the sliding mechanism to the drawer was not explained, and took a moment to figure out.  I'm glad my PhD finally paid off.  As a note, place your finger within the mechanism and slide the locking mechanism up!  Sounds easy, but it wasn't.

Overall, the desk is solid and well made.  I like the fact that the smaller side of the ""L"" shape is movable.  I'd recommend this product."	"该桌子按时收到，完全符合宣传。组装桌子有点密集，在一个步骤中，没有解释将滑动机构添加到抽屉中，并花了一点时间来找出。我很高兴我的博士终于得到了回报。注意，将手指放在机制中，然后将锁定机构滑动！听起来很容易，但不是。

总体而言，桌子稳定且制作精良。我喜欢这样一个事实，即“ L”形状的较小一侧是可移动的。我会推荐这个产品。"	Y		Color: Rustic Brown	5	1					https://www.amazon.com/gp/customer-reviews/R3NPMEJ5F9PVRC/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0CS9KGS3J	Michael Soprano	https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png	US	https://www.amazon.com/gp/profile/amzn1.account.AGKV6ND7HKSJV27CC57DT7F4VHYA/ref=cm_cr_getr_d_gw_btm?ie=UTF8		2024-09-06
B0CRK7RJ5M	great looks but missing screws and poor schematics	外表很棒，但缺失螺丝和差的原理图	"the desk looks good if ALL screws were sent. Missing 2 type A screws (the longest one and MOST difficult to find ANYWHERE) and missing a bunch of the small round fasteners.
After looking everywhere, finally contacted a hardware store that was able to find a workaround solution.
The perspective of the drawings is also not easily understood."	"如果所有螺丝都发送，桌子看起来都不错。缺少2个A型A螺钉（最长的螺钉，最难找到任何地方），并且缺少一堆小圆形紧固件。
到处查看之后，终于联系了一个能够找到解决方案的五金店。
图纸的观点也不容易理解。"	Y		Color: Grey	3	2					https://www.amazon.com/gp/customer-reviews/RF6SEUJ6HSIH5/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0CS9KGS3J	Renato V.	https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png	US	https://www.amazon.com/gp/profile/amzn1.account.AHNFJZKUWIVLNXOCCWWHK2JF4CRQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8		2024-09-05
B0CS9KGS3J	MISSING THE DESK, only received box with file cabinet side	缺少桌子，只有带有文件柜侧的盒子	MISSING THE DESK, only received box with file cabinet side	缺少桌子，只有带有文件柜侧的盒子	Y		Color: Rustic Brown	1	1					https://www.amazon.com/gp/customer-reviews/R3FKFDS7XUZKR9/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0CS9KGS3J	Amazon Customer	https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png	US	https://www.amazon.com/gp/profile/amzn1.account.AF7SEKQGS5MA445TLGT67WIXQUVA/ref=cm_cr_getr_d_gw_btm?ie=UTF8		2024-08-23
B0CS9KGS3J	Really nice desk	桌子真的很好	Such a nice desk that looks impressive once it is put together, I have the side attachment separate and behind me with the printer and other things, I love it.  I did but a separate under the desk drawer thing because I felt I needed more drawers.  I also almost died and almost decided to give up my entire business putting this thing together - please get help, as the middle part needs to be raised while you are attaching it to the top part.  I was doing it solo, and I still accomplished it, but I was bruised, scratched, and cursing like a drunken sailor - so for your sanity ask for help :)	如此漂亮的桌子看起来令人印象深刻，一旦将其放在一起，我将侧面的附件分开，并在打印机和其他东西的后面，我喜欢它。我只是在桌子抽屉下面做的东西，因为我觉得我需要更多的抽屉。我也几乎死了，几乎决定放弃整个业务，将这件事放在一起 - 请获得帮助，因为在将其附加到顶部时需要抬高中间部分。我当时是独奏的，但我仍然做到了，但是我被瘀伤，刮擦和诅咒像醉酒的水手一样 - 所以为了您的理智，请寻求帮助:)	Y		Color: Rustic Brown	5	2					https://www.amazon.com/gp/customer-reviews/R28P9F6U70ZD/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0CS9KGS3J	Katerina Ehrlich	https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png	US	https://www.amazon.com/gp/profile/amzn1.account.AGG4B3SZ5VGNII37VOHK2TUJWR4Q/ref=cm_cr_getr_d_gw_btm?ie=UTF8		2024-08-16
B0CS9KGS3J	CEO	首席执行官	Had to expand some holes to fit. But it was easy eventually.  Makes me feel executive.	必须扩大一些孔才能适合。但最终很容易。让我感到高管。	Y		Color: Rustic Brown	5	0					https://www.amazon.com/gp/customer-reviews/R1KHKHO4S4BBBA/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0CS9KGS3J	Queenoo	https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png	US	https://www.amazon.com/gp/profile/amzn1.account.AF2E2FE5OUZAG3MMLTMBLH4JSYEQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8		2024-08-13
B0CS9KGS3J	Poor Product	产品差	Upon opening the box, I noticed that one of the top pieces of the desk was already chipped. Assembly wasn't too difficult up until the point I realized I had received the wrong bottom brace piece. I was given a mislabeled piece and was therefore missing the correct one for assembly. Overall, the lack of attention and care for this product by the shipper was extremely frustrating. I would say this desk looks nice, which is its only redeeming quality so far, but I wouldn't know since I can't even finish putting it together.	打开盒子后，我注意到桌子的顶部部分已经被碎了。直到我意识到我收到错误的底托件作品直到我意识到，组装才太困难了。给我一个标签错误的作品，因此错过了适合组装的一件。总体而言，托运人缺乏对该产品的关注和关怀非常令人沮丧。我会说这台桌子看起来不错，这是迄今为止唯一的赎回品质，但是我不知道，因为我什至无法完成将其放在一起。	Y		Color: Rustic Brown	2	0					https://www.amazon.com/gp/customer-reviews/R28J7JFFUBXHNS/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0CS9KGS3J	Chad M.	https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png	US	https://www.amazon.com/gp/profile/amzn1.account.AFNZAMDQ2EXGSU26IPASXDTFNENQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8		2024-07-29
B0CS9KGS3J	Looks way nicer and sturdier in the picture	在图片中看起来更好，更坚固	Packed it back up and returned it right after opening the box seeing how thin the materials were.  Just not sturdy.  Amazon also did not provide a free or discounted return even though I selected the free option during the return process.  Cost me $120 to return.  Choosing this desk ended up being a financially damaging experience.	打开盒子后，将其收拾好并立即将其退回，看到材料有多薄。只是不坚固。即使我在返回过程中选择了免费选项，亚马逊也没有提供免费或折扣的回报。我花了$ 120返回。选择此桌子最终是一种财务上的破坏性经历。	Y		Color: Rustic Brown	2	1					https://www.amazon.com/gp/customer-reviews/R1BA3SMIIFIXX9/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0CS9KGS3J	Usual Suspect	https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png	US	https://www.amazon.com/gp/profile/amzn1.account.AHJYONPQ7DBZJWTU3QPXBLZW3W3Q/ref=cm_cr_getr_d_gw_btm?ie=UTF8		2024-07-25
B0CRK7RJ5M	Good desk	好办公桌	Nice looking, practical. Good desk for the price	看起来不错，实用。价格的好桌子	Y		Color: Grey	5	0					https://www.amazon.com/gp/customer-reviews/R3QEU32EHPXT33/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0CS9KGS3J	Julie Kofoed	https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png	US	https://www.amazon.com/gp/profile/amzn1.account.AGPTIOBJ2T3KNWWYP3T4PFAHKZPA/ref=cm_cr_getr_d_gw_btm?ie=UTF8		2024-07-19
B0CRK7RJ5M	Poor quality	质量差	The desk was very poor quality with defective parts that need to be replaced before the assembly could be finished. I was told these parts were unavailable here and would need to be sent internationally. It would take a minimum of 15 days. So my desk sits here In pieces waiting for the parts. Do you self a favor and proceed with caution if buying this product.	桌子的质量非常差，有缺陷的零件，需要在组装完成之前更换。有人告诉我这些部分在这里不可用，需要在国际上发送。至少需要15天。因此，我的桌子坐在这里等待零件。您有自己的忙，如果购买此产品，请谨慎行事。	Y		Color: Grey	1	2					https://www.amazon.com/gp/customer-reviews/RR7QCLBYXMSG9/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0CS9KGS3J	Noel	https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png	US	https://www.amazon.com/gp/profile/amzn1.account.AGALF5G54AVBAID3KSCTMXDRU2TA/ref=cm_cr_getr_d_gw_btm?ie=UTF8		2024-07-10
B0CS9KGS3J	Good Quality	质量好	Sturdy and well-made. Good quality product that will last a long time, and the wood color is pleasant. It's also huge and awesome and I can use this desk for school, work and hobbies all at the same time. Also the drawers are sturdy and made of the same material as the rest of the desk.	坚固且制作精良。优质的产品将持续很长时间，木材颜色令人愉悦。它也很棒，很棒，我可以同时使用这张办公桌来上学，工作和爱好。同样，抽屉很坚固，由与桌子的其余部分相同的材料制成。	Y		Color: Rustic Brown	5	0					https://www.amazon.com/gp/customer-reviews/R14ZNCLUG5FD3W/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0CS9KGS3J	Ivy Myles	https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png	US	https://www.amazon.com/gp/profile/amzn1.account.AF6LT35YPZ6TSZFQXQUGQ634WBPA/ref=cm_cr_getr_d_gw_btm?ie=UTF8		2024-07-02
B0CS2WW8N4	More than half is missing	一半以上缺少	More than half of the parts and desk are missing. No instructions came with the one box that was delivered.  Extremely disappointing	超过一半的零件和桌子丢失了。一个盒子没有任何指示。非常令人失望			Color: White	1	1					https://www.amazon.com/gp/customer-reviews/RFHD4UJ8UR6JT/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0CS9KGS3J	Brian Long	https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png	US	https://www.amazon.com/gp/profile/amzn1.account.AEIQFVQXVBZV5LXZE6CMUKES3UGA/ref=cm_cr_getr_d_gw_btm?ie=UTF8		2024-06-01
B0CRK7RJ5M	Poor assembly instructions	大会说明不佳	It comes with very poor assembly instructions. It takes hours to install it and the quality is bad. I'd suggest to spend a few more $ and get something better	它带有非常糟糕的集会说明。安装它需要数小时，质量不好。我建议再花几美元，然后得到更好的东西	Y		Color: Grey	1	2					https://www.amazon.com/gp/customer-reviews/R32EA951KQSVSZ/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0CS9KGS3J	Blue Ridge Customer	https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png	US	https://www.amazon.com/gp/profile/amzn1.account.AENL2UR6U6YXXBJU44YN6US2MXWA/ref=cm_cr_getr_d_gw_btm?ie=UTF8		2024-05-26
B0CRK7RJ5M	The Desk is Fine BUT......	桌子很好，但是......	I really like the space this desk provides as someone who is always buried in paperwork.  It is nice looking and the quality is decent.  HOWEVER, it had a crack on one of the desk face pieces and the cabinet holes were drilled on the wrong side of one of the pieces.  Customer service was always prompt to reply but tried over and over to give me a partial refund instead of the corrected pieces.  By the time they agreed to send new pieces, they could only send me one piece as the other was out of stock.  This has been a nightmare and I will never order from this company again	我真的很喜欢这张桌子作为总是被埋葬在文书工作中的人提供的空间。看起来很不错，质量也不错。但是，它的一个桌子面板上有一个裂缝，柜子的孔在其中一个碎片的错误一侧钻了。客户服务始终是提示回复的，但一遍又一遍地尝试给我部分退款，而不是纠正的部分。当他们同意发送新作品时，他们只能寄给我一件东西，因为另一个已经缺货。这是一场噩梦，我再也不会向这家公司订购	Y		Color: Grey	2	0					https://www.amazon.com/gp/customer-reviews/RD92T8FB0RYTE/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0CS9KGS3J	Kristi	https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png	US	https://www.amazon.com/gp/profile/amzn1.account.AFKXLABUIMN2IZCGVAZFTGT7TMPQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8		2024-05-22
B0CS2WW8N4	Not same as on the picture	与图片上的不同	I received 35” small unit , second unit received after three days of first unit . 35” unit little complicated. Anyway looking good	我收到了35英寸的小单位，第二个单元后收到了第二个单位。 35英寸的单位很复杂。无论如何看起来不错	Y		Color: White	4	0	2.0	"https://m.media-amazon.com/images/I/61h1AU2s39L._SY200.jpg
https://m.media-amazon.com/images/I/71p7FpepUKL._SY200.jpg"			https://www.amazon.com/gp/customer-reviews/R10PGFKB8RVUQJ/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0CS9KGS3J	Mesut	https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png	US	https://www.amazon.com/gp/profile/amzn1.account.AE2S57FIMLB25U6SAN5OFFXEPYTQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8		2024-05-20
B0CS2WW8N4	Big desk.	大桌子。	I purchased this desk and I love it. It has plenty of work space.	我购买了这张桌子，我喜欢它。它有足够的工作空间。	Y		Color: White	5	0					https://www.amazon.com/gp/customer-reviews/R16ENW1961P745/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0CS9KGS3J	Dwight Aaron	https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/7c513398-4194-436e-ba01-14df80fa16e5._CR0,0,1125,1125_SX48_.jpg	US	https://www.amazon.com/gp/profile/amzn1.account.AGZOE62PLZC4JUZXGJ5JLDKKKA3A/ref=cm_cr_getr_d_gw_btm?ie=UTF8		2024-05-19
